episode,stage,reward,avg_reward,MSE,timeframe,steps,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1101,1,15.3388,20.6683,0.232,417,1144,0.111,50,0.00,52070,1001.90,0,0,29.000(36.250%)(0.964m),46.000(46.000%)(2.786m),41.000(41.000%)(2.250m),26.000(26.000%)(0.643m),22.000(27.500%)(0.214m),27.000(67.500%)(1.821m),16.619(41.546%)(0.709m),0.000,1478.986
1102,1,8.3696,20.6376,0.242,320,802,0.110,40,0.00,52102,774.66,0,0,62.068(77.585%)(4.507m),27.000(27.000%)(0.750m),20.000(20.000%)(0.000m),21.000(21.000%)(0.107m),64.546(80.683%)(4.773m),40.000(100.000%)(3.214m),40.000(100.000%)(3.214m),0.000,1219.933
1103,1,16.7021,20.3568,0.259,684,1877,0.110,65,0.00,52171,1696.95,0,0,15.000(18.750%)(0.000m),21.000(21.000%)(0.107m),20.000(20.000%)(0.000m),34.000(34.000%)(1.500m),24.053(30.066%)(0.434m),11.000(27.500%)(0.107m),17.023(42.558%)(0.752m),0.000,1079.040
1104,1,26.9219,20.6866,0.262,1370,3642,0.110,85,0.00,52308,3271.55,0,0,20.000(25.000%)(0.000m),36.000(36.000%)(1.714m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),22.000(27.500%)(0.214m),15.000(37.500%)(0.536m),19.555(48.886%)(1.024m),0.000,1441.151
1105,1,35.7952,21.0113,0.261,1591,4250,0.110,90,0.00,52468,3890.60,0,0,22.501(28.126%)(0.268m),20.000(20.000%)(0.000m),26.000(26.000%)(0.643m),34.000(34.000%)(1.500m),20.674(25.842%)(0.072m),15.903(39.757%)(0.632m),14.596(36.490%)(0.492m),0.000,1614.247
1106,1,8.6992,20.9923,0.243,298,762,0.109,40,0.00,52498,776.72,0,0,13.559(16.948%)(0.000m),28.802(28.802%)(0.943m),45.000(45.000%)(2.679m),42.000(42.000%)(2.357m),32.000(40.000%)(1.286m),9.612(24.030%)(0.000m),40.000(100.000%)(3.214m),757.172,1461.823
1107,1,33.7360,21.4699,0.240,1264,3449,0.109,85,0.00,52625,3078.74,0,0,13.442(16.803%)(0.000m),30.154(30.154%)(1.088m),42.000(42.000%)(2.357m),36.856(36.856%)(1.806m),17.500(21.875%)(0.000m),9.701(24.252%)(0.000m),12.335(30.837%)(0.250m),256.329,1485.374
1108,1,27.8624,21.1900,0.255,880,2428,0.109,75,0.00,52713,2107.89,0,0,23.678(29.597%)(0.394m),43.000(43.000%)(2.464m),40.000(40.000%)(2.143m),28.000(28.000%)(0.857m),22.000(27.500%)(0.214m),16.746(41.865%)(0.723m),16.913(42.282%)(0.741m),13.998,1655.688
1109,1,14.4562,20.8304,0.255,757,2111,0.109,70,0.00,52789,1813.67,0,0,24.000(30.000%)(0.429m),36.000(36.000%)(1.714m),46.000(46.000%)(2.786m),28.117(28.117%)(0.870m),12.961(16.201%)(0.000m),16.000(40.000%)(0.643m),9.728(24.321%)(0.000m),146.501,1249.713
1110,1,6.5717,20.4408,0.286,247,654,0.109,35,0.00,52814,635.15,0,0,31.000(38.750%)(1.179m),37.000(37.000%)(1.821m),38.365(38.365%)(1.968m),18.770(18.770%)(0.000m),11.141(13.927%)(0.000m),40.000(100.000%)(3.214m),10.740(26.851%)(0.079m),330.152,1392.113
1111,1,7.6630,20.1459,0.243,331,957,0.108,50,0.00,52848,804.89,0,0,26.000(32.500%)(0.643m),21.000(21.000%)(0.107m),20.000(20.000%)(0.000m),39.000(39.000%)(2.036m),24.000(30.000%)(0.429m),18.509(46.273%)(0.912m),24.000(60.000%)(1.500m),0.000,770.517
1112,1,30.2145,20.3945,0.231,1001,2688,0.108,75,0.00,52949,2350.00,0,0,26.000(32.500%)(0.643m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),32.000(32.000%)(1.286m),15.473(19.341%)(0.000m),21.000(52.500%)(1.179m),10.845(27.113%)(0.091m),0.000,1419.108
1113,1,17.3321,20.1859,0.221,470,1258,0.108,55,0.00,52996,1105.31,0,0,30.000(37.500%)(1.071m),42.000(42.000%)(2.357m),45.000(45.000%)(2.679m),29.000(29.000%)(0.964m),23.000(28.750%)(0.321m),27.000(67.500%)(1.821m),16.635(41.587%)(0.711m),0.000,1745.492
